,name,street_address,city,state,latitude,longitude,store_id
502,Gonzales Supercenter,308 N Airline Hwy,Gonzales,LA,30.235411,-90.908985,24dfe12b-e4e8-4b63-a2d7-ac137510fd9f
503,Lafayette Supercenter,3142 Ambassador Caffery Pkwy,Lafayette,LA,30.187238,-92.078505,b593b8d0-548e-4d7d-a444-242f76cf4010
504,New Iberia Supercenter,1205 E Admiral Doyle Dr,New Iberia,LA,29.986171,-91.815233,aaa58860-5b3c-4516-a7bc-028f571a0ab7
505,Lafayette Supercenter,1229 Ne Evangeline Trwy,Lafayette,LA,30.239559,-92.015743,cc4b402f-5c68-4ef6-9e6a-33976b1f1a5d
506,Abilene Supercenter,4350 Southwest Dr,Abilene,TX,32.41097,-99.781732,13358ac2-e6ea-4fc9-a9da-32f4ef3a506f
507,Gainesville Supercenter,5700 Nw 23rd St,Gainesville,FL,29.708414,-82.35647,d671e329-c8ab-4dac-9312-488cfd884b5b
508,Abilene Supercenter,1650 State Highway 351,Abilene,TX,32.48087,-99.698021,ef44f3bf-7bc7-4348-98f9-e41472735b96
509,Alexandria Supercenter,2050 N Mall Dr,Alexandria,LA,31.278583,-92.451864,4e993661-e5d0-4c98-901f-f3817a8dc50a
510,Odessa Supercenter,4210 John Ben Shephe,Odessa,TX,31.895721,-102.332146,bb54bd6c-f99c-4155-ac80-4fd3f126b7bd
511,Morgan City Supercenter,973 Highway 90 E,Morgan City,LA,29.683712,-91.267157,eac31377-2801-41d6-b416-3b018ff8b626
512,Covington Supercenter,880 N Highway 190,Covington,LA,30.443284,-90.078758,8ce22396-bf9d-4819-843e-21a86bacee77
513,Opelousas Supercenter,1629 E Cresswell Ln,Opelousas,LA,30.520821,-92.065731,92d195a4-8f61-4be3-80a6-592debd95deb
514,Oklahoma City Supercenter,5401 Tinker Diagonal St,Oklahoma City,OK,35.4485424,-97.4261536,65d7fdde-3e7f-4ff0-bd14-4db6d2a29739
515,Houma Supercenter,1633 Martin Luther King Jr Blvd,Houma,LA,29.607776,-90.751843,14272345-ee3a-47d9-8afa-9c513e78ec11
516,Lawrenceville Supercenter,630 Collins Hill Rd,Lawrenceville,GA,33.971139,-83.996583,c86a92cf-cd24-4ed6-a183-1cba1856b169
517,Richmond Supercenter,5330 Fm1640,Richmond,TX,29.5571658,-95.7599175,efc80ec6-09f5-4955-87ee-fe3992f2bc6c
518,Hobbs Supercenter,3800 N Lovington Hwy,Hobbs,NM,32.743608,-103.160521,b5ef085f-5331-4185-9895-d4f5008c2d15
519,Plant City Supercenter,2602 James L Redman Pkwy,Plant City,FL,27.985901,-82.118861,1bcbd31b-4d10-4284-bb4f-63fcd23b560a
520,Manchester Store,240 Manchester Square Shpg Ctr,Manchester,KY,37.1407311,-83.7729955,f09cd3f3-e0db-43c8-8f9f-a78af413a17e
521,Lawrenceville Supercenter,2610 W Haven Rd,Lawrenceville,IL,38.725327,-87.700208,1ed21d11-0f3f-42f4-bc80-a553d151071f
522,Palatka Supercenter,1024 S State Road 19,Palatka,FL,29.6385123,-81.6809655,47737d0b-d0ef-4c34-91df-15c3241c1e05
523,Slidell Supercenter,39142 Natchez Dr,Slidell,LA,30.278393,-89.749073,c3360f92-b7e9-48bd-ae23-40d9f5d5e0e0
524,Laredo Store,5610 San Bernardo Ave,Laredo,TX,27.552401,-99.506573,5c8e6772-3e9e-4265-9bd1-15e3a0567184
525,Whitesburg Store,350 Whitesburg Plaza,Whitesburg,KY,37.117108,-82.794907,07862a3d-7f2e-49d1-b9c7-2da49619718c
526,Dublin Supercenter,2423 Us Highway 80 W,Dublin,GA,32.551232,-82.972249,c906635b-627a-4840-b510-f8622d742da0
527,Salina Supercenter,2900 S 9th St,Salina,KS,38.785465,-97.61503,300870e0-5c1a-412a-b84b-2a4f1cb47e56
528,Muscatine Supercenter,3003 N Highway 61,Muscatine,IA,41.457702,-91.025199,a5d48511-7ebc-40d4-a00d-a903f0d18419
529,Saint Joseph Supercenter,4201 N Belt Hwy,Saint Joseph,MO,39.808617,-94.811755,1539420b-ff25-481c-aff0-379215952e75
530,Waycross Supercenter,2425 Memorial Dr,Waycross,GA,31.197949,-82.32106,c89d55fa-ac1e-4b2c-8df0-90591e8f966b
531,Eastland Supercenter,1410 E Main St,Eastland,TX,32.40464,-98.793031,1a316f44-e966-45ae-a32c-4ae3a38c4a74
532,Orange City Supercenter,2400 Veterans Memorial Pkwy,Orange City,FL,28.913697,-81.2788792,c3ec1333-2cf4-4eb7-b2f8-22835ca7ff26
533,Leeds Supercenter,8551 Whitfield Ave,Leeds,AL,33.562105,-86.518619,0a67ad7c-df0d-4b6a-93d3-24f3745bb038
534,Oklahoma City Supercenter,6100 W Reno Ave,Oklahoma City,OK,35.463405,-97.622266,17a39f8f-e1f5-463e-b550-2260f1591571
535,Emporia Supercenter,2301 Industrial Rd,Emporia,KS,38.424985,-96.219695,3542da64-2c49-4b96-8348-1516f7c68160
536,Corsicana Supercenter,3801 W State Highway 31,Corsicana,TX,32.066152,-96.505841,bed9d29b-6b20-4045-af64-b2103b8cfbfe
537,Boonville Supercenter,1115 American Way,Boonville,IN,38.050712,-87.307191,7f78aeeb-7e78-4917-94a8-c0dc6731b571
538,Caldwell Store,475 State Highway 36 N,Caldwell,TX,30.539125,-96.700254,391e7762-3832-4ee3-a4a0-22b8de1b97e7
539,Carthage Supercenter,125 Myers St,Carthage,TN,36.245588,-85.939041,e58f7bae-206d-447a-8dff-8da8ab59635a
540,Georgetown Supercenter,112 Osbourne Way,Georgetown,KY,38.230487,-84.538624,73ae1153-d393-4207-a584-2bdb0fec3de3
541,Kilgore Supercenter,1201 Stone St,Kilgore,TX,32.393736,-94.865301,b531c88f-e986-4d70-a50a-e5e7672830ef
542,Columbia Supercenter,2988 Burkesville Rd,Columbia,KY,37.075612,-85.334473,66392710-99bb-4347-9cc0-7b691e47733b
543,Lees Summit Supercenter,1000 Ne Sam Walton Ln,Lees Summit,MO,38.930632,-94.363615,3ae4dafe-eb55-4616-ab46-872eae7fce16
544,Woodstock Supercenter,12182 Highway 92,Woodstock,GA,34.084165,-84.481231,b74082b3-3060-4c24-af87-74523793a46c
545,Tulsa Supercenter,207 S Memorial Dr,Tulsa,OK,36.159391,-95.883238,e756efcb-f756-4094-b25f-d3103c9ccff7
546,Surfside Beach Supercenter,2751 Beaver Run Blvd,Surfside Beach,SC,33.64698,-78.981088,5517dc4b-f511-4cc4-92c0-bb746d3c75b0
547,Sevierville Supercenter,1414 Parkway,Sevierville,TN,35.838403,-83.574228,50b25261-f922-4045-bde6-fc6f3860a626
548,St Augustine Supercenter,2355 Us Highway 1 S,St Augustine,FL,29.856133,-81.325575,fe13f760-5b80-4712-95bc-da6339fb27b5
549,Marshalltown Supercenter,2802 S Center St,Marshalltown,IA,42.012119,-92.908946,c6d3c233-b2eb-4499-a0bf-8dd9ee9f8411
550,Port Orange Supercenter,1590 Dunlawton Ave,Port Orange,FL,29.116838,-81.019502,83351cc1-7333-4649-b98e-1a26be90b349
551,Bartow Supercenter,1050 E Van Fleet Dr,Bartow,FL,27.9070533,-81.8334249,3172c5eb-f926-4eed-a0eb-0780cf6080a3
552,Dry Ridge Supercenter,20 Ferguson Blvd,Dry Ridge,KY,38.678945,-84.597128,7d5785f7-3174-472b-bf81-3c6994591858
553,Oneida Supercenter,19740 Alberta St,Oneida,TN,36.513272,-84.506121,ef0f8d15-224a-4ad4-bebc-f79e7719538f
554,Rock Hill Supercenter,2377 Dave Lyle Blvd,Rock Hill,SC,34.94418,-80.963138,051fed0d-87f4-465b-a799-ecd9dbdac70c
555,Sparta Supercenter,202 Sam Walton Dr,Sparta,TN,35.929108,-85.489893,409d37b1-3d7e-4074-84ae-cc99375e97ab
556,Olathe Supercenter,13600 S Alden St,Olathe,KS,38.880878,-94.758164,a463d9b8-9772-4e0d-b309-b7abcf12facb
557,Conway Supercenter,2709 Church St Ste A,Conway,SC,33.857892,-79.091184,12d86501-3bfe-40f8-9a18-123d7137a502
558,Louisville Supercenter,11901 Standiford Plaza Dr,Louisville,KY,38.088497,-85.66386,a0b0b02e-0955-4153-8acc-76148a7c6726
559,Albany Supercenter,2825 Ledo Rd,Albany,GA,31.624849,-84.213742,8c7bde0b-0d63-4366-92e2-d0711e1b1fe8
560,Fort Worth Supercenter,6300 Oakmont Blvd,Fort Worth,TX,32.664652,-97.405728,e45d5d9e-844a-43b7-9bb2-98719b75fe7d
561,Derby Supercenter,2020 N Nelson Dr,Derby,KS,37.568988,-97.274999,77c0d13c-fb48-41af-99d5-af073f752b97
562,Douglas Supercenter,1450 Bowens Mill Rd Se,Douglas,GA,31.484879,-82.848265,55d3b232-547a-461b-9615-83846ddd785a
563,Fayetteville Supercenter,125 Pavilion Pkwy,Fayetteville,GA,33.481376,-84.443322,cb69dd2c-599b-435d-9c9a-5bde6d7a709a
564,Harlingen Supercenter,1801 W Lincoln St,Harlingen,TX,26.180441,-97.716899,4c7254f0-13f8-4f94-a3b6-8e8f54ce7a51
565,Cynthiana Supercenter,805 Us Highway 27 S,Cynthiana,KY,38.378008,-84.30593,2eab6b2b-1c9d-4fea-80a5-e61b0aafbe3a
566,Herrin Store,1713 S Park Ave,Herrin,IL,37.786284,-89.028816,1ca24e5d-7cc8-4e50-8f57-7fcff8c82bff
567,Kingsport Supercenter,3200 Ft Henry Drive,Kingsport,TN,36.508678,-82.519136,2d01bb3f-0b5b-4dfa-85db-deda53de7176
568,San Angelo Supercenter,5501 Sherwood Way,San Angelo,TX,31.426283,-100.509126,4da921cf-9c5b-48da-9e77-4b044cfdceb4
569,Kearney Supercenter,5411 2nd Ave,Kearney,NE,40.726452,-99.081096,7112cfb7-2a39-4d94-8873-f946fa424a03
570,Pampa Supercenter,2801 No. Charles St.,Pampa,TX,35.570126,-100.969822,1fe749af-5e14-4249-9326-685c535ccb86
571,Spring Supercenter,1025 Sawdust Rd,Spring,TX,30.123448,-95.457761,86c22b9c-7853-42e3-8c07-6623b40c08b7
572,Dothan Supercenter,4310 Montgomery Hwy,Dothan,AL,31.268054,-85.441109,0721de53-3d76-49c8-80fe-b652cb7aee48
573,Pekin Supercenter,3320 Veterans Dr,Pekin,IL,40.537969,-89.594843,7b66f90c-6f3d-4bb3-9f25-982d00fc2e76
574,Hobart Store,923 W 11th St,Hobart,OK,35.017074,-99.10422,e6a6f3b6-dc93-413f-8053-6d3ca3cbb9fd
575,Savannah Supercenter,1955 E Montgomery Xrd,Savannah,GA,31.9867025,-81.0825278,6efef46b-16f1-4743-9477-4eadd122ac08
576,Savannah Store,4725 Us Highway 80 E,Savannah,GA,32.04225,-81.00334,91e69788-e777-4162-909d-12d0536d8b91
577,Hannibal Supercenter,3650 Stardust Dr,Hannibal,MO,39.724869,-91.400117,4553301f-7373-4c4d-b653-c04ffd81fba9
578,Stephenville Supercenter,2765 W Washington St,Stephenville,TX,32.207348,-98.237766,9e9bde54-b529-460e-84d5-0896d881b56d
579,Ormond Beach Supercenter,1521 W Granada Blvd,Ormond Beach,FL,29.258744,-81.115002,cca966a7-1482-4f91-a3fa-e4e0f20f7300
580,Midland Supercenter,4517 N Midland Dr,Midland,TX,32.029805,-102.148753,748c4f29-2875-4c93-b6dc-0530282cb64e
581,Roswell Supercenter,4500 N Main St Ste A,Roswell,NM,33.450048,-104.526774,9004884d-6aac-415e-be7d-20c6525658e4
582,Lagrange Supercenter,803 New Franklin Rd,Lagrange,GA,33.059904,-85.031485,6741ffaf-32db-44c2-9ceb-339b7c5bc2f7
583,Cartersville Supercenter,101 Market Place Blvd,Cartersville,GA,34.202913,-84.787531,7f501b7b-020c-4498-9eb9-3771280f34d8
584,Charleston Supercenter,2250 Lincoln Ave,Charleston,IL,39.485111,-88.155374,a99496e7-3e61-43ef-a91d-dbcd61d8adc0
585,Sullivan Store,757 W Wolfe St,Sullivan,IN,39.101072,-87.424032,1b84c16c-3edd-4819-bdb5-208be6f9e240
586,Orangeburg Supercenter,2795 North Rd,Orangeburg,SC,33.5241622,-80.8910894,0e18f246-93f6-4afd-af12-bae98c6672fc
587,Hiram Supercenter,4166 Jimmy Lee Smith Pkwy,Hiram,GA,33.890811,-84.758895,1f91768c-0264-46e6-af61-89b0e67a2d04
588,Dayton Supercenter,3034 Rhea County Hwy,Dayton,TN,35.460395,-85.043829,b9e1ae8c-fa52-4774-af42-002884031c72
589,Bristol Supercenter,220 Century Blvd,Bristol,TN,36.545412,-82.235082,350434fb-e3af-47fa-b77f-0ca84d1eb9a8
590,Oklahoma City Supercenter,7800 N.w. Expressway,Oklahoma City,OK,35.56241,-97.653994,70eaff62-65f2-47e2-8042-3c88b15ea866
591,Lake City Supercenter,900 Us 52 Hwy,Lake City,SC,33.892389,-79.751262,6a3906b6-a5d8-4f8b-b61b-97ada5eb941e
592,North Fort Myers Supercenter,545 Pine Island Rd,North Fort Myers,FL,26.679553,-81.898523,8d8b485d-a268-498c-bf3f-8d8b2f7e2ed2
593,Seminole Store,2000 Hobbs Hwy,Seminole,TX,32.7249201,-102.6666609,d000cbdc-61b4-4315-bcf7-a12cd94b8f7f
594,Newberry Supercenter,2812 Main St,Newberry,SC,34.280231,-81.592295,77e17808-8b8a-4922-a392-3e5791cc04f5
595,Georgetown Supercenter,1310 N Fraser St,Georgetown,SC,33.393724,-79.286271,3374430b-ee58-4aa8-9a2b-fb4cba661bed
596,Dillon Supercenter,805 Enterprise Rd,Dillon,SC,34.4358664,-79.3765944,0715c83d-3ffa-4c96-9fdb-476cb942cd30
597,Union Supercenter,513 N Duncan Byp,Union,SC,34.726994,-81.641145,14ed13ec-c208-465c-b267-81ec51bb3d0f
598,Easley Supercenter,115 Rolling Hills Cir,Easley,SC,34.8284813,-82.5494312,2d7feabe-924b-44a6-a40c-1d15b35139b5
599,Summerville Supercenter,9880 Dorchester Rd,Summerville,SC,32.950336,-80.155096,85e7b890-6a27-4d1d-b1bb-a9dd5c5c1e7c
600,Florence Supercenter,230 N Beltline Dr,Florence,SC,34.193435,-79.820891,399efc31-4867-41b6-b7cb-c7647b7f20d0
601,Kewanee Supercenter,730 Tenney St,Kewanee,IL,41.22115,-89.922169,8b29f7c9-dd2f-4fd7-989f-253453783c33
602,Camden Supercenter,2240 W Dekalb St,Camden,SC,34.250827,-80.649858,9e22ff9e-0d0d-4b6d-847e-5141ba82210e
603,Savannah Supercenter,6000 Ogeechee Rd,Savannah,GA,31.99979,-81.258013,626deb68-1c99-4439-a3b5-daf6b43013b1
604,Princeton Supercenter,2111 Claude Bailey Pkwy,Princeton,IL,41.396587,-89.462832,f3c670ca-8969-44bc-afb0-17b7b0c0f73c
605,Lexington Supercenter,200 Frontier St,Lexington,NE,40.744902,-99.742518,dd25c22a-e383-49a8-b914-7e8b25c5f7ed
606,Greenville Supercenter,6134 White Horse Rd,Greenville,SC,34.857024,-82.453847,76ea836b-af56-4eaf-ad31-164794551d31
607,Greenville Supercenter,1451 Woodruff Rd,Greenville,SC,34.822652,-82.28115,41e23f61-efe1-4f3b-be1f-2614c081d946
608,Gaffney Supercenter,165 Walton Dr,Gaffney,SC,35.087204,-81.665835,e19e0a71-9943-44b0-8328-1bad7d1bab18
609,Cheraw Supercenter,1040 Chesterfield Hwy,Cheraw,SC,34.701157,-79.931271,f22b881d-205c-4df8-b79a-d551a6e0e6e7
610,Myrtle Beach Supercenter,10820 Kings Rd,Myrtle Beach,SC,33.7872622,-78.7684707,94bb7f76-381e-4a10-8393-7f5704aceee7
611,Anderson Supercenter,651 Highway 28 Byp,Anderson,SC,34.487945,-82.678139,0793be61-b8ab-4bfa-9f98-4a61d3e2ae8b
612,Norfolk Supercenter,2400 W Pasewalk Ave,Norfolk,NE,42.024062,-97.445242,ac8b3025-faf7-4d82-99b5-41ed8ca83832
613,Anamosa Supercenter,101 115th St,Anamosa,IA,42.099218,-91.264296,91578cf2-6e59-4e7a-94b0-872586287fe8
614,Grinnell Supercenter,415 Industrial Ave,Grinnell,IA,41.721997,-92.730837,daac37bb-8df5-416e-9c2a-8a8fc1b414b8
615,Brunswick Supercenter,150 Altama Connector,Brunswick,GA,31.212801,-81.485464,18d95118-26fb-4e1a-bc12-8cf2f7eef892
616,Big Stone Gap Store,1941 Neeley Rd,Big Stone Gap,VA,36.860033,-82.7574731,65cacdfb-3681-47ba-bc18-28475f37e951
617,Saint Peters Supercenter,1661 Jungermann Rd,Saint Peters,MO,38.745103,-90.588571,9311b459-ea0e-449e-bbce-0403747cd66d
618,Titusville Supercenter,3175 Cheney Hwy,Titusville,FL,28.555379,-80.842668,883cdb33-f691-4e9a-9a98-bc7d0df713a4
619,Beaumont Supercenter,4145 Dowlen Rd,Beaumont,TX,30.12284,-94.16742,47683db9-3130-4ef8-98fd-828965c58900
620,Hopkinsville Supercenter,300 Clinic Dr,Hopkinsville,KY,36.83001,-87.46925,3356eddc-591d-47b1-b138-46cfc8c95d0d
621,Garden City Supercenter,3101 E Kansas Ave,Garden City,KS,37.986336,-100.836526,e2ee2d3e-009e-4f1a-b17b-3e021f94377a
622,Shelbyville Supercenter,1880 N Main St,Shelbyville,TN,35.513194,-86.452061,7dda0c01-6f07-45ef-a043-220b230d049a
623,Hanson Supercenter,420 Factory Outlet Dr,Hanson,KY,37.325152,-87.473071,1d661180-c560-4986-af7a-5630f5d22573
624,Cookeville Supercenter,768 S Jefferson Ave,Cookeville,TN,36.14509,-85.496886,25f47260-54bf-402f-a4ab-bc8418c43d7f
625,Rome Supercenter,2510 Redmond Cir Nw,Rome,GA,34.275423,-85.229825,ccc81095-2e1e-4b9b-ab2f-c3dac48ba44d
626,Nashville Supercenter,7044 Charlotte Pike,Nashville,TN,36.131739,-86.907819,73371ad0-3f8b-4473-990f-08c3b6c9d9ab
627,Muscle Shoals Supercenter,517 Avalon Ave,Muscle Shoals,AL,34.74765,-87.673673,9df87cae-60cc-4575-b962-1ba22280023a
628,Athens Supercenter,1011 Us Highway 72 E,Athens,AL,34.78855,-86.958843,e7511169-21f2-4f65-8b1a-33c84fe56cf8
629,Athens Supercenter,1815 Decatur Pike,Athens,TN,35.4528545,-84.6315904,263323b2-10e7-473a-991b-6cb8e7bc1e46
630,Campbellsville Supercenter,725 Campbellsville Byp,Campbellsville,KY,37.345868,-85.373597,39496e74-bb09-4dba-b48f-39331033dcdb
631,Decatur Supercenter,2800 Spring Avn. S.w,Decatur,AL,34.556416,-86.995956,aa34c594-1b6d-4b9e-ab25-6882a7d636d9
632,Sebring Supercenter,3525 Us Highway 27 N,Sebring,FL,27.513088,-81.497158,56e014aa-5393-4e53-a8b8-5eccd04f67b4
633,Hays Supercenter,4301 Vine St,Hays,KS,38.903229,-99.32125,8aa6c4df-bbf8-46f4-b45d-28feb6b03701
634,Mcminnville Supercenter,915 N Chancery St,Mcminnville,TN,35.69885,-85.788267,34e0798d-efef-472f-bc65-8bd139293c94
635,Tullahoma Supercenter,2111 N Jackson St,Tullahoma,TN,35.38984,-86.239908,701164bc-7925-4f2d-acce-44aab0b0324e
636,Lebanon Supercenter,615 S Cumberland St,Lebanon,TN,36.191829,-86.290925,05bab7d7-8894-46a1-af84-905174dd9afb
637,Dalton Supercenter,2545 E Walnut Ave,Dalton,GA,34.76783,-84.92994,4d2f7321-72e3-4791-81f4-a771cfd66151
638,Cullman Supercenter,626 Olive St Sw,Cullman,AL,34.14914,-86.842052,ebe0813a-419b-4c7e-b749-ed0b859fb4b9
639,Clarksville Supercenter,3050 Wilma Rudolph Blvd,Clarksville,TN,36.594714,-87.29121,65c1632c-0edc-4741-bf4e-15c4c6e2551f
640,Alcoa Supercenter,1030 Hunters Crossin,Alcoa,TN,35.771244,-83.99179,48e0b0f9-81ea-4c89-b733-14634a89c48a
641,Gallatin Supercenter,1112 Nashville Pike,Gallatin,TN,36.376943,-86.476816,1bb12c71-48c6-4c55-a234-59a5ef673dfc
642,Newport Supercenter,1075 Cosby Hwy,Newport,TN,35.943773,-83.21225,8f9d108d-20a4-4df3-9a4f-e1d069f14a0a
643,Rockwood Supercenter,1102 No. Gateway Ave,Rockwood,TN,35.879877,-84.657694,51856cee-5d8e-4506-8224-1e1625ee64df
644,Guntersville Supercenter,11697 Us Highway 431,Guntersville,AL,34.299429,-86.27903,750a1118-bf64-4e0e-89d4-384b5a48899f
645,Union City Supercenter,1601 W Reelfoot Ave,Union City,TN,36.413982,-89.080451,abfeeb80-9f79-425e-aba7-3d3a555639b7
646,Dyersburg Supercenter,2650 Lake Rd,Dyersburg,TN,36.063412,-89.391879,28e44e43-a9ca-43da-8f7d-8d6f6fdcb6fa
647,Murfreesboro Supercenter,2000 Old Fort Pkwy,Murfreesboro,TN,35.850374,-86.427837,d2fc248c-5daa-4f84-bb84-c71de82cb654
648,Lawrenceburg Supercenter,2130 N Locust Ave,Lawrenceburg,TN,35.27339,-87.314905,f48bd8f4-7758-4f00-9ac4-c79f6d31aeaf
649,Greeneville Supercenter,3755 E Andrew Johnson Hwy,Greeneville,TN,36.18768,-82.759393,a1ae1822-3a51-4b02-8b6e-97a3ffc1b583
650,Lexington Supercenter,547 W Church St,Lexington,TN,35.654492,-88.411623,ba25e079-18b3-4529-93ca-54fcde9175aa
651,Morristown Supercenter,475 Crockett Trace Dr,Morristown,TN,36.213757,-83.255027,a598b583-946d-4675-a980-46620eb6e465
652,Nashville Supercenter,5824 Nolensville Pike,Nashville,TN,36.041872,-86.709067,0688db58-7815-4cf1-9fa4-6b57f3597c3f
653,Crossville Supercenter,168 Obed Plz Ste 108,Crossville,TN,35.983311,-85.035712,67392a99-d1f3-4fe0-8f65-b3848a371c6e
654,Elizabethton Supercenter,1001 Over Mountain Dr,Elizabethton,TN,36.349209,-82.245352,d0075974-c048-43a9-b759-3ac522d1dae3
655,Fort Payne Supercenter,2001 Glenn Blvd Sw,Fort Payne,AL,34.440216,-85.76195,55cdbab8-cf75-40d8-bf6b-f931267fec2a
656,Fitzgerald Supercenter,120 Benjamin H Hill Dr W,Fitzgerald,GA,31.689946,-83.248393,0c4abe2f-80d3-42a3-aaa0-6f68bced1252
657,Somerset Supercenter,177 Washington Dr,Somerset,KY,37.068529,-84.623456,75ca67db-2e97-4a5b-9505-c359fbc7080a
658,Jackson Store,1589 Kentucky / Hwy,Jackson,KY,37.551571,-83.3603119,029df635-dd20-41ee-ab45-d02323f11dcd
659,Danville Supercenter,100 Walton Ave,Danville,KY,37.614603,-84.77169,1a925812-ec6e-4d47-8263-55a314a7a2ee
660,Ocala Supercenter,2600 Sw 19th Avenue Rd,Ocala,FL,29.157851,-82.166304,058c255e-d8a2-4a07-a907-67735c4b66ca
661,Prestonsburg Store,477 Village Dr,Prestonsburg,KY,37.655094,-82.781844,5f083ced-a83c-4ca2-8024-40dcb2c17b48
662,Henderson Supercenter,1195 Barrett Blvd,Henderson,KY,37.856106,-87.566169,c6559eef-4bde-4b2e-ba9b-ebf00b2f4d84
663,Cleveland Supercenter,4495 Keith St Nw,Cleveland,TN,35.20219,-84.848963,aafaf6e8-791f-4927-8923-367bc31853f8
664,Oxford Supercenter,2530 Jackson Ave W,Oxford,MS,34.359626,-89.5645,2316f038-7174-4044-b905-ab91c9022a3f
665,Madison Supercenter,2232 Gallatin Pike,Madison,TN,36.3088479,-86.6862916,ddb62c2a-a78b-43b5-a255-3a98ed4c22c5
666,Selma Supercenter,1501 Al Highway 14 E,Selma,AL,32.434137,-87.012949,fe126bc2-fa44-4387-9c19-a1b858e681d2
667,Owensboro Supercenter,5031 Frederica St,Owensboro,KY,37.719915,-87.121914,20477d1c-bc34-48c4-a7a6-d8c205e0b629
668,Winchester Supercenter,1859 Bypass Rd,Winchester,KY,37.987629,-84.211027,c795e3d1-2e28-4195-b898-752b0a3991fd
669,Tomball Supercenter,27650 State Highway 249,Tomball,TX,30.075827,-95.624787,42ba11bd-c5bc-44b2-8bd9-bd5a6e0f5e15
670,Zephyrhills Supercenter,7631 Gall Blvd,Zephyrhills,FL,28.269612,-82.191192,259df259-68ba-44be-bea6-05663bf3c52f
671,Mount Dora Supercenter,17030 Us Highway 441,Mount Dora,FL,28.817694,-81.672892,4129fc55-211d-4601-addf-4240320201c7
672,Clarksdale Supercenter,1000 S State St,Clarksdale,MS,34.180894,-90.59052,86b0dcd8-6809-4c33-88f7-fee1f2cf7552
673,Hermitage Supercenter,4424 Lebanon Pike,Hermitage,TN,36.216541,-86.600684,809516ff-9d2e-4041-b261-3f8b4af4b975
674,Vicksburg Supercenter,2150 Iowa Blvd,Vicksburg,MS,32.307876,-90.891281,bde05a0b-8774-404f-b30f-7c9d7d78b55f
675,Elizabethtown Supercenter,100 Walmart Dr,Elizabethtown,KY,37.732984,-85.881905,9dfa8733-4bf5-450d-87c4-6b1a91f20a75
676,Scottsboro Supercenter,24833 John T Reid Pkwy,Scottsboro,AL,34.668517,-86.006085,28306268-0fee-4247-907a-b28828663ca9
677,Dade City Store,12650 Us Highway 301,Dade City,FL,28.342241,-82.185616,d0fabced-7c8f-4291-99a1-54796b32c633
678,Glasgow Supercenter,2345 Happy Valley Rd,Glasgow,KY,37.020959,-85.937747,5efb52a8-c4f8-4a68-a602-562a5a825560
679,West Helena Supercenter,602 Shelia Street,West Helena,AR,34.555559,-90.650674,887d5040-1b27-4dce-83fb-4fa4edcbe24e
680,Tuscaloosa Supercenter,1501 Skyland Blvd E,Tuscaloosa,AL,33.165251,-87.518548,4fd9f021-4950-401f-b341-767f7ea16774
681,Auburndale Supercenter,2120 Us Highway 92 W,Auburndale,FL,28.060008,-81.816058,9e45f726-70a9-44c4-8ab7-d4ef3d579234
682,Richmond Supercenter,820 Eastern Byp,Richmond,KY,37.728608,-84.282905,1b7cde6a-b855-41c5-9264-4c3c74ba14ad
683,Greenwood Supercenter,2202 Highway 82 W,Greenwood,MS,33.529992,-90.221433,03b721d5-3349-4c31-a427-887cc0bc8fdf
684,Carrollton Supercenter,1735 S Highway 27,Carrollton,GA,33.5432197,-85.0772931,f4b08bc4-06c9-4f09-beaf-0daee1b4ce00
685,Frankfort Supercenter,301 Leonardwood Rd,Frankfort,KY,38.160484,-84.899243,fa5560f8-da81-4a62-b27b-659146858980
686,Troy Supercenter,1420 Highway 231 S,Troy,AL,31.780755,-85.939323,265232b9-e485-4635-9ad3-495a6fbd876e
687,Jefferson City Supercenter,630 E Broadway Blvd,Jefferson City,TN,36.128856,-83.467823,9ca49add-8799-40b8-b6c6-8ade8fb49769
688,Haines City Supercenter,36205 Us Highway 27,Haines City,FL,28.125998,-81.636723,76eee7ca-f230-4548-8df6-43ff398adadb
689,Port Charlotte Supercenter,19100 Murdock Cir,Port Charlotte,FL,27.013882,-82.139704,bff107fb-fc04-404d-93af-6296efafe5b7
690,Cedartown Supercenter,1585 Rome Hwy,Cedartown,GA,34.0463802,-85.239825,e2fb3ee1-9e46-402e-ae2d-ceb8bba173d2
691,Alexander City Supercenter,2643 Highway 280,Alexander City,AL,32.941317,-85.975832,d2633768-a0b9-4a68-ab97-939b9f1ee595
692,Hilton Head Island Supercenter,25 Pembroke Dr,Hilton Head Island,SC,32.211604,-80.728675,41a5d7b7-2097-4ea5-bea2-27949b0971d7
693,Bardstown Supercenter,3795 E John Rowan Blvd,Bardstown,KY,37.799907,-85.436761,0e6b402d-bf6f-4940-9ef3-37f8a7b0f7fb
694,Valley Supercenter,3501 20th Ave,Valley,AL,32.835031,-85.178726,4b0e80f9-ccbd-4d80-b1e6-340cf71f22ae
695,Sylacauga Supercenter,41301 Us Highway 280,Sylacauga,AL,33.1759079,-86.2854032,527e8939-8b50-4782-8f3e-0e8e102e59bf
696,Russellville Supercenter,120 Sam Walton Dr,Russellville,KY,36.84596,-86.916529,116a0a5e-ec28-4c53-a618-99b8c0350530
697,Demopolis Supercenter,969 Us Highway 80 W,Demopolis,AL,32.493003,-87.849349,f16a5c68-fe1c-4a60-8e59-ce492a68b597
